0.5000    18.3110    12.6975    1.6868    1.6523    2.9662    2.7465    0.4772    0.4886    2.8497    2.6686    0.1500    0.0700    0.0031    0.0054
0.5142    18.3950    12.7739    1.6471    1.6157    2.8385    2.6075    0.4632    0.4748    2.6990    2.5020    0.0573    0.0973    0.0123    0.0059
0.5286    18.4780    12.8482    1.6077    1.5793    2.7079    2.4746    0.4494    0.4609    2.5439    2.3415    0.0118    0.1245    0.0043    0.0064
0.5431    18.5580    12.9205    1.5685    1.5431    2.5847    2.3476    0.4357    0.4468    2.3978    2.1869    0.0487    0.1517    0.0101    0.0068
0.5577    18.6380    12.9907    1.5298    1.5072    2.4688    2.2263    0.4219    0.4326    2.2497    2.0380    0.1196    0.1790    0.0107    0.0074
0.5724    18.7150    13.0587    1.4916    1.4716    2.3583    2.1106    0.4079    0.4183    2.1012    1.8947    0.2147    0.2062    -0.0014    0.0079
0.5873    18.7900    13.1247    1.4530    1.4365    2.2539    2.0001    0.3939    0.4039    1.9594    1.7567    0.3020    0.2334    -0.0074    0.0084
0.6022    18.8630    13.1884    1.4136    1.4018    2.1606    1.8949    0.3800    0.3893    1.8253    1.6239    0.3223    0.2605    0.0071    0.0090
0.6173    18.9340    13.2499    1.3746    1.3676    2.0722    1.7948    0.3661    0.3746    1.7030    1.4963    0.3185    0.2875    0.0189    0.0096
0.6325    19.0030    13.3091    1.3369    1.3341    1.9802    1.6997    0.3523    0.3598    1.5854    1.3739    0.3633    0.3144    0.0159    0.0102
0.6478    19.0710    13.3661    1.3003    1.3013    1.8899    1.6094    0.3383    0.3450    1.4715    1.2565    0.4690    0.3409    0.0070    0.0108
0.6631    19.1370    13.4207    1.2643    1.2693    1.8135    1.5239    0.3240    0.3300    1.3656    1.1442    0.5434    0.3674    0.0151    0.0114
0.6786    19.2000    13.4729    1.2295    1.2382    1.7380    1.4431    0.3096    0.3149    1.2574    1.0370    0.5592    0.3933    0.0137    0.0120
0.6941    19.2620    13.5228    1.1957    1.2081    1.6633    1.3670    0.2952    0.2997    1.1494    0.9349    0.6139    0.4188    0.0092    0.0126
0.7097    19.3210    13.5701    1.1626    1.1790    1.5945    1.2954    0.2805    0.2845    1.0454    0.8379    0.6888    0.4438    0.0064    0.0131
0.7254    19.3780    13.6150    1.1300    1.1511    1.5293    1.2283    0.2658    0.2691    0.9482    0.7461    0.7942    0.4680    -0.0004    0.0137
0.7412    19.4330    13.6574    1.0973    1.1243    1.4709    1.1656    0.2507    0.2537    0.8597    0.6596    0.8879    0.4914    0.0025    0.0142
0.7570    19.4860    13.6972    1.0647    1.0989    1.4219    1.1072    0.2353    0.2383    0.7774    0.5783    0.9204    0.5141    0.0192    0.0147
0.7729    19.5380    13.7344    1.0339    1.0748    1.3720    1.0532    0.2197    0.2227    0.6979    0.5024    0.9194    0.5356    0.0233    0.0151
0.7889    19.5870    13.7691    1.0051    1.0521    1.3246    1.0033    0.2041    0.2071    0.6235    0.4318    0.9411    0.5560    0.0143    0.0155
